,start_distance,shot_distance,number_of_passes,possession_duration,shot_angle,goal,xG,body_part,assist_height
0,70.09279563550022,13.56650286551401,26,137.0,27.852607271279037,0,0.03140318,Head,High Pass
1,41.760866849240564,12.322337440599489,9,18.0,9.363800712537126,0,0.045952514,Left Foot,Ground Pass
2,80.90889938690304,6.854195795277516,9,59.0,58.421683677183516,0,0.16733171,Head,High Pass
3,36.20124307257971,5.11566222497146,14,75.0,76.00341444545873,1,0.33008164,Head,High Pass
4,36.20124307257971,30.961266123981424,28,198.0,14.19346058847487,0,0.021585353,Left Foot,Low Pass
5,61.71709649683789,33.58868857219644,9,81.0,12.491711062012087,0,0.029028922,Right Foot,unassisted
6,40.248354003611134,13.340539719216766,3,5.0,32.503454584065224,0,0.49392995,Left Foot,Ground Pass
7,40.248354003611134,8.2,3,12.0,15.696979708006012,0,0.11792696,Left Foot,unassisted
8,73.34064357503281,12.98075498574717,11,44.0,33.254366574712044,0,0.3507782,Left Foot,Low Pass
9,73.34064357503281,11.738824472663344,11,47.0,37.30394827798344,0,0.22260322,Left Foot,unassisted
10,73.34064357503281,10.846658471621568,11,49.0,29.19559105192432,0,0.2856821,Right Foot,unassisted
11,73.34064357503281,13.453624047073713,23,133.0,32.619243071192805,0,0.21329807,Left Foot,Ground Pass
12,73.34064357503281,20.60097085090894,23,135.0,18.01304349211629,0,0.03736779,Left Foot,unassisted
13,23.22154172315008,28.900000000000002,1,1.0,13.190455325225388,0,0.023027489,Left Foot,Ground Pass
14,44.104534914223954,19.96496932128873,3,10.0,15.652244363453429,0,0.06243886,Right Foot,Ground Pass
15,31.562636138320258,32.674148802991034,1,5.0,11.774380894701839,0,0.016331118,Right Foot,High Pass
16,93.42339107525481,10.845275469069474,7,28.0,24.913713612512044,1,0.24633102,Right Foot,Ground Pass
17,60.41564366950004,13.036103712382777,39,124.0,33.00790408425257,0,0.3288867,Left Foot,Ground Pass
18,68.92459648050179,34.49478221412624,3,91.0,13.119780104030864,0,0.03371459,Right Foot,unassisted
19,68.92459648050179,5.433231082882456,7,102.0,72.62181267481233,0,0.62649715,Right Foot,Low Pass
20,68.92459648050179,1.5811388300841898,7,104.0,138.3664606634298,1,0.75286317,Left Foot,unassisted
21,84.12877034641598,16.975276139138355,14,51.0,22.368275027390183,0,0.07286873,Left Foot,Ground Pass
22,79.83188586022504,13.179529581893284,33,125.0,33.201020504762305,0,0.28209445,Right Foot,Ground Pass
23,79.83188586022504,31.876323501934785,36,182.0,8.328112752752629,0,0.06292575,Right Foot,Ground Pass
24,48.185682520848445,9.5524865872714,2,7.0,36.65610841596691,1,0.1664208,Head,unassisted
25,39.51531348730515,11.175866856758809,10,33.0,5.455228883686961,0,0.061106447,Right Foot,Ground Pass
26,107.89518061526195,10.376897416858279,14,40.0,22.72628343546147,0,0.07251342,Right Foot,unassisted
27,78.02781555317308,11.910079764636334,5,17.0,36.4045354055458,0,0.44156936,Left Foot,unassisted
28,87.98011138888153,19.05885620912231,12,27.0,11.714247268496182,1,0.11169376,Right Foot,Ground Pass
29,42.68981143083207,28.06439024814187,1,5.0,15.583646595917902,0,0.028245667,Right Foot,Ground Pass
30,74.34144200915127,11.778370006074697,14,49.0,17.033155861429535,0,0.123114176,Left Foot,Ground Pass
31,27.71154993860863,13.324038426843414,11,54.0,33.37294303250436,0,0.16992056,Right Foot,Ground Pass
