,start_distance,shot_distance,number_of_passes,possession_duration,shot_angle,goal,xG,body_part,assist_height
0,112.50444435665642,7.158910531638177,24,74.0,55.86725865921666,1,0.3790947,Right Foot,Ground Pass
1,92.00135868561942,7.402702209328693,5,37.0,43.48459209997791,0,0.23432045,Left Foot,High Pass
2,54.92412948786717,21.350644018389698,5,30.0,20.081359716615303,0,0.060077123,Right Foot,Ground Pass
3,52.083010665667175,7.3824115301167,33,140.0,53.48432213497042,0,0.24728811,Head,High Pass
4,77.69813382572326,6.8308125431752265,15,56.0,59.47574449214708,0,0.419135,Right Foot,Low Pass
5,77.69813382572326,5.768882040742382,15,58.0,65.77225468204583,1,0.25855556,Left Foot,unassisted
6,77.69813382572326,11.264102272262978,27,216.0,37.92646232503863,0,0.27157906,Left Foot,Ground Pass
7,102.46682389925044,6.6287253676706195,21,76.0,61.75051972917409,0,0.47510856,Right Foot,Low Pass
8,101.22494751789205,18.366273438016762,32,97.0,15.845490545307351,0,0.041975237,Left Foot,unassisted
9,75.48516410527303,17.060187572239638,24,106.0,21.58198986338542,0,0.3158381,Right Foot,High Pass
10,64.68461950108387,32.22483514310042,27,199.0,14.056810966408028,0,0.039148994,Left Foot,unassisted
11,58.45143283102648,11.322543883774525,4,46.0,25.20112364547508,0,0.34206834,Right Foot,High Pass
12,31.482058382513678,9.689685237405808,3,7.0,35.71472391577104,0,0.099414036,Left Foot,Ground Pass
13,31.482058382513678,19.666468925559563,4,11.0,18.046047338297743,0,0.045084044,Right Foot,Ground Pass
14,31.482058382513678,19.0633155563244,9,41.0,6.046605719906111,0,0.016449843,Right Foot,High Pass
15,62.72878127303287,10.58914538572401,19,72.0,29.14308820511215,0,0.149894,Left Foot,High Pass
16,90.043545021284,21.128653530218145,5,14.0,18.593742061790334,0,0.07140184,Right Foot,Ground Pass
17,119.27187430404538,19.771696942852422,4,76.0,22.69578150780223,0,0.33945924,Left Foot,High Pass
18,67.06489394608776,20.946837470128994,14,46.0,9.243073052986498,0,0.01683413,Right Foot,Ground Pass
19,28.148534597737054,4.810405388322279,2,28.0,62.300527191945015,0,0.306165,Head,High Pass
20,75.63345820468611,22.53197727675048,19,113.0,20.106886207045786,0,0.07145011,Left Foot,Ground Pass
21,49.491918532220986,20.402205763103165,23,75.0,18.252239209323356,0,0.044114996,Right Foot,Ground Pass
22,45.517139628935375,15.30816775450282,2,5.0,29.27470973373806,0,0.027942222,Head,High Pass
23,55.604496221079096,24.09024698918631,1,77.0,18.424592439245988,0,0.1226842,Left Foot,unassisted
24,55.604496221079096,9.812746812182608,2,82.0,44.31763877051688,0,0.24161105,Head,High Pass
25,102.0936824686033,15.725775020646832,13,41.0,24.37486300925934,0,0.1577528,Left Foot,Ground Pass
26,36.64560000873229,17.321951391226108,7,18.0,21.098986435263534,0,0.048328638,Right Foot,Ground Pass
