,start_distance,shot_distance,number_of_passes,possession_duration,shot_angle,goal,xG,body_part,assist_height
0,60.166435825965294,10.231813133555557,20,113.0,40.59384554989509,0,0.43245476,Right Foot,Ground Pass
1,60.166435825965294,9.881295461628499,21,151.0,29.611684817990117,0,0.052454006,Right Foot,High Pass
2,72.56031973468694,26.057244673986546,8,103.0,16.596593305846124,0,0.07727314,Left Foot,unassisted
3,82.28000972289685,21.298356744124657,1,107.0,20.91018845131287,1,0.11050328,Left Foot,unassisted
4,18.110770276274835,8.022468448052631,2,37.0,52.9243938471426,0,0.101631865,Head,High Pass
5,69.46221994724903,13.630847369110992,4,12.0,31.877816479752386,0,0.06339751,Left Foot,Ground Pass
6,59.481089431852205,18.619613314996634,14,110.0,18.461453712367828,0,0.05344941,Right Foot,Ground Pass
7,68.3593446428504,15.402921800749363,28,170.0,18.026117375651495,0,0.051532142,Right Foot,High Pass
8,68.3593446428504,13.482581355215329,28,171.0,17.917060829154,0,0.08453653,Left Foot,unassisted
9,64.0,26.31539473388153,2,69.0,17.276350210104045,0,0.07170163,Left Foot,unassisted
10,42.44997055358225,28.827764394763605,1,2.0,13.893242651260417,0,0.01677413,Left Foot,Ground Pass
11,56.0,10.39422916814903,12,35.0,41.559267931017715,0,0.29476288,Right Foot,Low Pass
12,29.154759474226502,21.784857125994655,0,7.0,18.966287357460413,0,0.03776528,Left Foot,unassisted
13,37.44329045369811,25.07369139157615,5,68.0,15.333663559152944,0,0.06764909,Left Foot,unassisted
14,40.80441152620633,11.526057435220427,2,5.0,29.310007070916114,0,0.23170587,Right Foot,Ground Pass
15,40.80441152620633,24.813101378102655,4,23.0,17.753268635153336,0,0.029403353,Left Foot,Ground Pass
16,88.64536084872124,17.21046193453273,18,42.0,26.15462997698357,0,0.17988873,Left Foot,Ground Pass
17,108.84851859350222,16.865645555388618,7,29.0,15.172915345525242,0,0.04024805,Left Foot,High Pass
18,84.48076704197234,27.81258707851537,12,93.0,16.30556010219979,0,0.09294795,Left Foot,unassisted
19,62.64982043070834,11.800423721205943,10,56.0,37.44933147198404,1,0.29901943,Right Foot,Ground Pass
20,44.77722635447622,22.945151993395033,1,3.0,19.183187072831124,0,0.055828065,Left Foot,Ground Pass
21,31.25699921617557,24.60020325119286,0,0.0,18.470825950050763,0,0.056714702,Right Foot,unassisted
22,31.25699921617557,30.555195957479963,3,94.0,10.905673802844463,0,0.022672268,Left Foot,unassisted
23,105.38500842150178,24.534873140083683,50,296.0,14.2486329737503,0,0.036888834,Left Foot,Ground Pass
24,105.38500842150178,18.95283619936604,50,297.0,20.570130986657187,0,0.03478342,Left Foot,unassisted
25,105.38500842150178,8.635392289873108,51,338.0,46.07024149930537,0,0.12560974,Head,High Pass
26,105.38500842150178,17.523127574722498,65,428.0,24.394992410252392,0,0.09425186,Left Foot,Ground Pass
27,66.18912297349165,23.430749027719962,29,95.0,12.68805703367308,0,0.023345811,Right Foot,unassisted
28,111.6288493177279,26.92582403567252,9,83.0,14.548476855874007,0,0.020258404,Left Foot,Ground Pass
29,80.32434251209281,22.022034420098436,8,27.0,17.42599618388281,0,0.031492747,Left Foot,Ground Pass
30,34.23448553724738,13.240090634130874,4,11.0,19.112019932679374,0,0.08159551,Left Foot,Ground Pass
31,90.02777349240623,23.551857676200406,10,29.0,14.169055305179208,0,0.029031,Left Foot,Ground Pass
32,55.65968020030299,22.78639945230488,2,6.0,17.55542473525721,0,0.06250891,Right Foot,Ground Pass
33,44.9221548904324,27.514723331336622,3,74.0,16.534682427295557,0,0.09500774,Left Foot,unassisted
