,start_distance,shot_distance,number_of_passes,possession_duration,shot_angle,goal,xG,body_part,assist_height
0,96.3884847894187,33.53937983922779,37,234.0,11.53937846316129,0,0.016242726,Right Foot,Ground Pass
1,41.71630376723231,19.990497742677643,5,20.0,15.27963313011966,0,0.047440976,Right Foot,Ground Pass
2,43.23944958021553,17.21423829276219,5,17.0,26.14411619478471,0,0.09324088,Left Foot,Ground Pass
3,78.59192070435739,30.04080558174165,7,51.0,14.617979671041033,0,0.026274092,Right Foot,Ground Pass
4,29.020337696174384,12.354756169184398,2,6.0,32.3059248259026,0,0.059352838,Head,High Pass
5,83.1445127473846,29.854312921251427,15,128.0,15.236063096494108,0,0.023945859,Right Foot,Ground Pass
6,73.28908513550978,13.243866504914644,10,79.0,22.369287002954515,0,0.37819564,Left Foot,Ground Pass
7,73.28908513550978,6.862215385719107,10,80.0,50.41395765394017,0,0.36273223,Right Foot,unassisted
8,85.22493766498161,8.766413177577242,4,136.0,48.50892275109438,0,0.05353565,Head,High Pass
9,49.150381483768776,17.935997323817823,16,53.0,22.591911893623756,0,0.11813791,Left Foot,unassisted
10,101.90078508039082,16.83151805393679,11,43.0,26.556476531899108,0,0.120675616,Right Foot,Ground Pass
11,71.06518134783025,13.940229553346677,15,58.0,26.676751228673666,0,0.047823682,Head,High Pass
12,71.06518134783025,22.68082890901476,29,175.0,19.530660491282365,0,0.05241778,Left Foot,Ground Pass
13,50.6353631368434,23.88493248891443,2,7.0,12.762947365767273,0,0.024346981,Right Foot,Ground Pass
14,80.50447192547753,27.46069918993324,1,92.0,14.987641821167347,0,0.067378476,Right Foot,unassisted
15,57.24071977185472,23.605296015936755,10,24.0,19.23122110108327,0,0.053234477,Right Foot,Ground Pass
16,76.68670028107873,21.601157376399993,7,31.0,20.088803301657432,0,0.02821456,Right Foot,unassisted
17,76.68670028107873,17.439323381370045,16,118.0,25.656777587605443,0,0.024897803,Right Foot,Low Pass
18,113.52849862479465,23.809661904361427,9,97.0,18.693527334867138,0,0.06251534,Right Foot,Ground Pass
19,113.52849862479465,28.31130516242584,9,99.0,16.0776720143579,0,0.025833061,Right Foot,unassisted
20,74.17007482805987,17.361163555476338,4,9.0,25.60888778586582,0,0.19620508,Right Foot,Ground Pass
21,40.70012284993744,6.200806399171,8,27.0,65.64749542464723,0,0.22091427,Head,High Pass
22,102.43680979023115,21.788299612406657,9,92.0,18.512477236107564,0,0.036323383,Left Foot,Ground Pass
23,102.43680979023115,12.701574705523718,10,111.0,33.00598774710425,0,0.023037093,Head,High Pass
24,90.9219995380656,11.271202242884298,13,57.0,20.537948006188742,0,0.07361396,Right Foot,Ground Pass
25,90.9219995380656,19.241621553289107,13,60.0,22.121941971881864,0,0.025634166,Right Foot,unassisted
26,33.1096662622866,28.700174215499114,2,4.0,15.868540441299894,0,0.012527957,Right Foot,unassisted
27,52.38110346298558,8.841379982785497,2,7.0,39.47310591140455,1,0.78282,Right Foot,unassisted
28,86.7129748076953,24.535892076710805,6,23.0,18.140837596204285,0,0.028780501,Right Foot,Ground Pass
29,37.7107411754264,10.295630140987003,3,25.0,42.19754848013321,0,0.049708687,Head,High Pass
30,97.84600145126014,12.000416659433121,6,99.0,36.86774916153752,1,0.76,Left Foot,unassisted
31,93.4193234828855,7.582216034906947,23,105.0,43.952494789096356,1,0.1193308,Head,High Pass
32,93.4193234828855,12.000416659433121,27,231.0,36.86774916153752,1,0.76,Right Foot,unassisted
33,64.49596886627877,30.888994803975088,26,110.0,12.640891521418803,1,0.018511228,Left Foot,unassisted
34,112.01647200300499,29.24739304621866,2,9.0,14.481688805546671,1,0.027562333,Right Foot,unassisted
35,58.561591508428116,10.042410069301097,30,190.0,42.44463562817804,1,0.31592152,Right Foot,High Pass
36,70.72100112413568,16.113658802394944,22,116.0,25.764724101072858,0,0.15942737,Left Foot,Low Pass
37,70.72100112413568,9.806120537705006,22,118.0,43.77367214010417,1,0.6661767,Right Foot,unassisted
38,79.23061277056993,17.12074764722615,22,92.0,21.435453396141654,0,0.06080291,Left Foot,Ground Pass
39,79.23061277056993,24.763077353188557,22,96.0,12.097181271850188,0,0.025971478,Right Foot,unassisted
40,79.23061277056993,13.682105101189658,22,99.0,21.431167276233204,0,0.24083382,Right Foot,unassisted
41,30.37252047492931,10.223991392797632,4,33.0,42.66742863175535,0,0.16861215,Right Foot,Low Pass
42,93.18068469377116,19.68247951859724,6,128.0,20.97752846165673,0,0.087900035,Right Foot,Ground Pass
43,96.34028233298883,10.376897416858279,46,270.0,38.757229251832996,0,0.054771084,Head,High Pass
44,51.93476677525374,10.463746938836012,6,78.0,29.083215312079435,0,0.0455956,Head,High Pass
45,61.4846322262726,19.561697267875296,9,25.0,20.460428966565882,0,0.1418158,Right Foot,Ground Pass
46,49.552901025066134,23.30708046924796,4,6.0,19.31647255251852,1,0.10687898,Right Foot,Ground Pass
47,84.40290279368358,28.488594208911042,9,41.0,14.974438748387078,0,0.041728705,Right Foot,Ground Pass
48,106.26104648458909,28.75447791214439,2,14.0,15.496044058461301,0,0.02958151,Right Foot,High Pass
