,start_distance,shot_distance,number_of_passes,possession_duration,shot_angle,goal,xG,body_part,assist_height
0,38.948684188300895,24.793547547698783,5,95.0,18.057463209752946,1,0.12733692,Left Foot,unassisted
1,41.182520563948,26.705991837039118,2,56.0,16.6115216664824,0,0.09060272,Left Foot,unassisted
2,91.41115905621152,15.231546211727817,5,20.0,27.407575437818405,0,0.2812043,Left Foot,Ground Pass
3,66.12110101926616,14.805404418657401,7,19.0,19.91062613107141,0,0.086194605,Right Foot,Ground Pass
4,66.12110101926616,8.302409288875126,33,233.0,51.440300138370716,0,0.06593959,Head,High Pass
5,57.271284253105414,11.119802156513403,4,8.0,39.00859737250821,1,0.46849537,Left Foot,Ground Pass
6,63.28506932918696,13.600367642089678,0,9.0,18.580294459780134,0,0.06254031,Left Foot,unassisted
7,31.25699921617557,9.656603957913982,5,14.0,15.069818083346748,0,0.524612,Left Foot,Low Pass
8,116.76043850551436,15.608331108738057,19,59.0,26.037059681125474,0,0.23515217,Left Foot,unassisted
9,73.68174807915459,10.270345661174218,1,9.0,42.36280184036294,1,0.5626058,Right Foot,Ground Pass
10,100.17983829094555,15.720050890502863,55,183.0,23.56380051001232,0,0.08906352,Right Foot,Ground Pass
11,97.12363255150623,26.62048083712989,5,56.0,16.47168524586015,0,0.024023628,Right Foot,High Pass
12,38.948684188300895,21.740745157422733,6,14.0,17.044168335073962,0,0.07149817,Right Foot,Ground Pass
13,12.529964086141668,20.900956915892625,4,8.0,17.513187775700516,1,0.05023626,Left Foot,Ground Pass
14,36.87817782917155,26.331919793285113,21,193.0,16.07557301342357,0,0.029373892,Right Foot,Ground Pass
15,77.4919350642375,7.22772439983706,7,19.0,57.091363380427026,0,0.2633112,Left Foot,Ground Pass
16,27.85677655436824,12.963024338479045,1,3.0,22.82826283910205,0,0.4668489,Left Foot,High Pass
17,90.55385138137417,16.591865476793135,7,18.0,13.028986800597572,1,0.16680367,Right Foot,Ground Pass
18,109.01834707974616,26.148996156640504,12,134.0,17.363550874377353,0,0.09996835,Left Foot,unassisted
19,70.00714249274856,20.130076999355957,12,34.0,22.447181904131796,0,0.12771298,Left Foot,Ground Pass
20,70.00714249274856,8.595929269136644,12,36.0,46.02537270495881,0,0.4331305,Left Foot,unassisted
21,93.04837451562494,32.45797282641047,12,112.0,11.929620003618819,0,0.028848695,Left Foot,unassisted
22,92.76313923105448,23.078344827998393,9,52.0,16.72132137506827,0,0.07012622,Right Foot,Ground Pass
23,74.96665925596525,16.492422502470642,9,28.0,7.125016348901757,0,0.023220377,Left Foot,Low Pass
24,40.311288741492746,17.980545041794482,11,27.0,15.841916213841412,0,0.08982142,Left Foot,Low Pass
25,75.8023746329889,20.30098519776811,23,172.0,22.291982280915136,0,0.05867393,Left Foot,Ground Pass
